,Name,SafetyGrade,ZIP,Latitude,Longitude,Distance,Address
2214,HCA Houston Healthcare Conroe,A,77304,30.284734,-95.467136,6544.1501479794,"504 MEDICAL CENTER BLVD, Conroe, TX 77304"
2215,HCA Houston Healthcare Medical Center,A,77004,29.72272,-95.3875429,6541.2361063787,"1313 Hermann Drive, Houston, TX 77004-7092"
2216,HCA Houston Healthcare Southeast,A,77504,29.665748,-95.181312,6529.0518425048,"4000 SPENCER HWY, Pasadena, TX 77504"
2217,Hendrick Health System,A,79601,32.4722374,-99.7332547,6784.6382052887,"1900 Pine Street, Abilene, TX 79601-2432"
2218,Hill Country Memorial,A,78624,30.262904,-98.880174,6747.4778638171,"1020 South State Highway 16, Fredericksburg, TX 78624-4471"
2219,Houston Methodist Baytown Hospital,A,77521,29.769031,-94.978977,6516.6086778979,"4401 Garth Road, Baytown, TX 77521-2122"
2220,Houston Methodist Clear Lake Hospital,A,77058,29.5494474,-95.0864395,6523.714881913,"18300 Houston Methodist Drive, Nassau Bay, TX 77058"
2221,Houston Methodist Hospital,A,77030,29.7098662,-95.3997134,6542.0071050031,"6565 FANNIN ST, Houston, TX 77030-2707"
2222,Houston Methodist Sugar Land Hospital,A,77479,29.588959,-95.63112,6556.2844097337,"16655 SW Freeway, Sugar Land, TX 77479"
2223,Houston Methodist The Woodlands Hospital,A,77385,30.205449,-95.453675,6543.61110117,"17201 Interstate 45 South, The Woodlands, TX 77385"
2224,Houston Methodist West Hospital,A,77094,29.7870874,-95.6974841,6559.5912121935,"18500 Katy Freeway, Houston, TX 77094"
2225,Houston Methodist Willowbrook Hospital,A,77070,29.9668818,-95.5507479,6550.2025234953,"18220 State Highway 249, Houston, TX 77070"
2226,Kell West Regional Hospital,A,76310,33.872982,-98.5802489,6709.7201077354,"5420 Kell Boulevard, Wichita Falls, TX 76310"
2227,Lake Granbury Medical Center,A,76048,32.4324458,-97.8038214,6672.7625282413,"1310 Paluxy Road, Granbury, TX 76048-5655"
2228,Las Palmas Medical Center,A,79902,31.769977,-106.4989669,7183.4196376588,"1801 NORTH OREGON STREET, El Paso, TX 79902-3591"
2229,Longview Regional Medical Center,A,75605,32.533119,-94.730216,6493.5370497045,"2901 North Fourth Street, Longview, TX 75605-5191"
2230,Medical City Arlington,A,76015,32.6931143,-97.1130553,6631.3735580413,"3301 Matlock Road, Arlington, TX 76015-2998"
2231,Medical City Dallas,A,75230,32.9113863,-96.7743424,6610.7532984948,"7777 Forest Lane, Dallas, TX 75230-2598"
2232,Medical City Denton,A,76210,33.1768681,-97.0907332,6627.8233548477,"3535 S. I-35 E, Denton, TX 76210"
2233,Medical City Fort Worth,A,76104,32.7359412,-97.3452198,6644.6354221924,"900 Eighth Avenue, Fort Worth, TX 76104-3986"
2234,Medical City Frisco,A,75034,33.1510363,-96.8389524,6613.4128150849,"5500 Frisco Square Blvd, Frisco, TX 75034"
2235,Medical City Las Colinas,A,75039,32.9010772,-96.9574019,6621.395556733,"6800 N. MacArthur Boulevard, Irving, TX 75039-2422"
2236,Medical City Lewisville,A,75057,33.0454279,-97.0047288,6623.4694440228,"500 W. Main Street, Lewisville, TX 75057-3699"
2237,Medical City McKinney,A,75069,33.1596558,-96.6371294,6601.724963286,"4500 Medical Center Drive, McKinney, TX 75069-3499"
2238,Medical City Plano,A,75075,33.0212204,-96.7660466,6609.7842445836,"3901 W. 15th Street, Plano, TX 75075-7799"
2239,Medical City Weatherford,A,76086,32.7482377,-97.785545,6670.0971859745,"713 E. Anderson Street, Weatherford, TX 76086-9971"
2240,Memorial Hermann Katy Hospital,A,77494,29.787472,-95.7857823,6564.8777896494,"23900 Katy Freeway, Katy, TX 77494"
2241,Memorial Hermann Memorial City Medical Center,A,77024,29.78108,-95.5444305,6550.4448059454,"921 Gessner Road, Houston, TX 77024-2501"
2242,Memorial Hermann Sugar Land Hospital,A,77479,29.567296,-95.688639,6559.8095234046,"17500 West Grand Parkway South, Sugar Land, TX 77479"
2243,Methodist Dallas Medical Center,A,75203,32.7612144,-96.8245185,6614.3294008587,"1441 N. Beckley Avenue, Dallas, TX 75203-1201"
2244,Methodist Hospital Atascosa,A,78026,28.9331124,-98.5260352,6733.1915847393,"1905 Highway 97 East, Jourdanton, TX 78026"
2245,Methodist Richardson Medical Center,A,75082,32.9964496,-96.6687591,6604.2687588389,"2831 E President George Bush Hwy, Richardson, TX 75082"
2246,Methodist Specialty & Transplant Hospital,A,78229,29.5136293,-98.5766122,6733.2965075183,"8026 Floyd Curl Drive, San Antonio, TX 78229"
2247,Methodist Texsan Hospital,A,78201,29.484188,-98.5282152,6730.5443886584,"6700 IH 10 West, San Antonio, TX 78201"
2248,Metropolitan Methodist Hospital,A,78212,29.4411669,-98.4911199,6728.5370919614,"1310 McCullough Ave, San Antonio, TX 78212-2617"
2249,Mission Regional Medical Center,A,78572,26.196656,-98.3140935,6733.1637640866,"900 South Bryan Road, Mission, TX 78572-6613"
2250,Nacogdoches Medical Center,A,75965,31.6527531,-94.6553861,6491.8115818361,"4920 N.E. Stallings, Nacogdoches, TX 75965"
2251,North Central Baptist Hospital,A,78258,29.620535,-98.491454,6727.647656508,"520 Madison Oak Dr, San Antonio, TX 78258"
2252,Northeast Baptist Hospital,A,78217,29.519092,-98.429478,6724.4465106635,"8811 Village Dr, San Antonio, TX 78217"
2253,Resolute Health Hospital,A,78130,29.7223916,-98.0747421,6702.1909947156,"555 Creekside Crossing, New Braunfels, TX 78130"
2254,Seton Medical Center Harker Heights,A,76548,31.0727214,-97.6831025,6672.3941295754,"850 West Central Texas Expressway, Harker Heights, TX 76548-1890"
2255,St. David's Georgetown Hospital,A,78626,30.6263501,-97.688614,6674.8493520133,"2000 Scenic Drive, Georgetown, TX 78626-7726"
2256,St. David's Medical Center,A,78705,30.2899909,-97.7261943,6678.6727495579,"919 E 32ND ST, Austin, TX 78705-2709"
2257,St. David's North Austin Medical Center,A,78758,30.4113199,-97.706098,6676.9048248261,"12221 MOPAC EXPRESSWAY NORTH, Austin, TX 78758-2496"
2258,St. David's Round Rock Medical Center,A,78681,30.51113,-97.7136376,6676.8806150048,"2400 ROUND ROCK AVE, Round Rock, TX 78681-4097"
2259,St. David's South Austin Medical Center,A,78704,30.2263703,-97.7743428,6681.8401337717,"901 WEST BEN WHITE BLVD, Austin, TX 78704-6903"
2260,Texas Health Kaufman,A,75142,32.590833,-96.314739,6585.4705998114,"850 Ed Hall Drive, Kaufman, TX 75142"
2261,Titus County Hospital District dba Titus Regional Medical Center,A,75455,33.1756582,-94.9716317,6505.4918365536,"2001 North Jefferson Avenue, Mount Pleasant, TX 75455-2398"
2262,UT Health North Campus Tyler,A,75708,32.4248976,-95.2129717,6521.9919544791,"11937 US Hwy 271, Tyler, TX 75708"
2263,UT Southwestern Zale Lipshy Pavilion at William P. Clements Jr. University Hospital,A,75390,32.8106894,-96.8366454,6614.8110487737,"5151 Harry Hines Boulevard, Dallas, TX 75390-9265"
2264,Woodland Heights Medical Center,A,75904,31.3279923,-94.7561842,6498.7084904794,"505 South John Redditt Drive, Lufkin, TX 75904-3157"
2265,AdventHealth Central Texas,B,76549,31.1132607,-97.8007561,6679.1417147651,"2201 S CLEAR CREEK RD, Killeen, TX 76549-4110"
2266,Baylor Scott & White Medical Center - Marble Falls,B,78654,30.5129024,-98.304501,6711.9521761792,"810 West Highway 71, Marble Falls, TX 78654"
2267,Baylor St. Luke's Medical Center,B,77030,29.7078759,-95.400405,6542.0549963637,"6720 Bertner Avenue, Houston, TX 77030-2697"
2268,Cedar Park Regional Medical Center,B,78613,30.5325208,-97.811751,6682.6039728101,"1401 Medical Parkway, Cedar Park, TX 78613-7763"
2269,CHI St Luke's Health - Sugar Land Hospital,B,77478,29.604719,-95.62025,6555.5792521243,"1317 LAKE POINTE PARKWAY, Sugar Land, TX 77478"
2270,CHI St Luke's Hospital at The Vintage,B,77070,29.9893833,-95.5679011,6551.1523569946,"20171 CHASEWOOD PARK DRIVE, Houston, TX 77070"
2271,CHI St. Luke's Health Memorial Livingston,B,77351,30.6922532,-94.9526174,6512.2490493732,"1717 Highway 59 Bypass N, Livingston, TX 77351-1257"
2272,CHRISTUS Good Shepherd Medical Center - Longview,B,75601,32.50091,-94.730725,6493.6655641327,"700 East Marshall Avenue, Longview, TX 75601"
2273,CHRISTUS Good Shepherd Medical Center-Marshall,B,75670,32.5377631,-94.367814,6472.4338334991,"811 South Washington Avenue, Marshall, TX 75670-5336"
2274,CHRISTUS Mother Frances Hospital - Sulphur Springs,B,75482,33.1562228,-95.5996827,6541.8362545126,"115 Airport Road, Sulphur Springs, TX 75482-0115"
2275,CHRISTUS Spohn Hospital Beeville,B,78102,28.406177,-97.730742,6687.5834737575,"1500 East Houston Street, Beeville, TX 78102-5312"
2276,CHRISTUS Spohn Hospital Corpus Christi - South,B,78414,27.6836584,-97.3778716,6669.2149788662,"5950 Saratoga Boulevard, Corpus Christi, TX 78414"
2277,CHRISTUS St. Michael Health System,B,75503,33.4632067,-94.0725365,6452.7712476325,"2600 St Michael Drive, Texarkana, TX 75503-2372"
2278,Corpus Christi Medical Center - DRMC,B,78411,27.7528077,-97.3889377,6669.6031437742,"3315 S Alameda St., Corpus Christi, TX 78411-1820"
2279,Covenant Medical Center,B,79410,33.5769634,-101.8919033,6901.100106279,"3615 19th Street, Lubbock, TX 79410-1201"
2280,Del Sol Medical Center,B,79925,31.7567818,-106.350398,7174.9353663055,"10301 Gateway West Blvd., El Paso, TX 79925"
2281,Dell Seton Medical Center at the University of Texas,B,78701,30.2762967,-97.734125,6679.2094206408,"1500 Red River St, Austin, TX 78701"
2282,DeTar Healthcare System,B,77902,28.8081385,-96.9986111,6641.5452814418,"506 East San Antonio Street, Victoria, TX 77902-6060"
2283,DeTar Healthcare System - North,B,77904,28.854432,-97.0193516,6642.6091237256,"101 Medical Drive, Victoria, TX 77904"
2284,Doctors Hospital of Laredo,B,78045,27.60617,-99.479391,6797.8963261579,"10700 McPherson Road, Laredo, TX 78045"
2285,HCA Houston Healthcare Clear Lake,B,77598,29.5403938,-95.1274024,6526.2021569139,"500 Medical Center Blvd, Webster, TX 77598-4286"
2286,HCA Houston Healthcare Northwest,B,77090,30.0207334,-95.4428516,6543.5749634677,"710 Cypress Creek Parkway, Houston, TX 77090-3402"
2287,HCA Houston Healthcare Tomball,B,77375,30.0874048,-95.6236173,6554.1490222983,"605 Holderreith Blvd, Tomball, TX 77375"
2288,HCA Houston Healthcare West,B,77082,29.7291913,-95.594538,6553.6200729158,"12141 RICHMOND AVE, Houston, TX 77082-2499"
2289,John Peter Smith Hospital,B,76104,32.7272594,-97.3272377,6643.6344918061,"1500 S. Main Street, Fort Worth, TX 76104-4917"
2290,Knapp Medical Center,B,78596,26.1531853,-97.977504,6712.5242978184,"1401 East Eighth Street, Weslaco, TX 78596-6640"
2291,Medical City Alliance,B,76177,32.9001783,-97.3132649,6641.995431475,"3101 North Tarrant Parkway, Fort Worth, TX 76177"
2292,Medical City North Hills,B,76180,32.8292376,-97.2135241,6636.5592088926,"4401 Booth Calloway Road, North Richland Hills, TX 76180-7399"
2293,Memorial Hermann - Texas Medical Center,B,77030,29.7136105,-95.396646,6541.8111390872,"6411 Fannin Street, Houston, TX 77030-1501"
2294,Memorial Hermann Cypress Hospital,B,77433,29.9871065,-95.7329778,6561.0263876383,"27800 Northwest Freeway, Cypress, TX 77433"
2295,Memorial Hermann Greater Heights Hospital,B,77008,29.8123018,-95.4300968,6543.4947673287,"1635 North Loop West, Houston, TX 77008"
2296,Memorial Hermann Pearland Hospital,B,77584,29.5637754,-95.3892216,6541.8485511407,"16100 South Freeway, Pearland, TX 77584"
2297,Memorial Hermann Southeast,B,77089,29.5826586,-95.2072452,6530.8654945742,"11800 Astoria Blvd., Houston, TX 77089"
2298,Memorial Hermann Southwest Hospital,B,77074,29.6933076,-95.522261,6549.4074235623,"7600 Beechnut, Houston, TX 77074"
2299,Memorial Hermann The Woodlands Hospital,B,77380,30.174071,-95.453964,6543.7323045398,"9250 Pinecroft, The Woodlands, TX 77380"
2300,Methodist Hospital,B,78229,29.5080538,-98.5722733,6733.0648734376,"7700 Floyd Curl Dr, San Antonio, TX 78229-3902"
2301,Methodist Stone Oak Hospital,B,78258,29.6157828,-98.47479,6726.6736181996,"1139 E SONTERRA BLVD, San Antonio, TX 78258"
2302,Northeast Methodist Hospital,B,78233,29.552689,-98.348136,6719.4014853649,"12412 Judson Road, Live Oak, TX 78233"
2303,Oakbend Medical Center - Williams Way Campus,B,77469,29.5550873,-95.7138677,6561.3653398314,"22003 Southwest Freeway, Richmond, TX 77469"
2304,Odessa Regional Medical Center,B,79761,31.851916,-102.3639713,6942.1043482037,"520 East Sixth Street, Odessa, TX 79761-4565"
2305,Pampa Regional Medical Center,B,79065,29.656462,-95.2025273,6530.353079051,"One Medical Plaza, Pampa, TX 79065"
2306,Peterson Regional Medical Center,B,78028,30.0439245,-99.1524297,6764.8933153965,"551 Hill Country Dr, Kerrville, TX 78028-5398"
2307,Rio Grande Regional Hospital,B,78503,26.1864173,-98.2207569,6727.434398179,"101 E RIDGE RD, McAllen, TX 78503-1299"
2308,Scenic Mountain Medical Center,B,79720,32.2366129,-101.4912295,6888.351716731,"1601 West 11th Place, Big Spring, TX 79720-4198"
2309,Shannon Medical Center,B,76903,31.4644775,-100.4343751,6832.0764200945,"120 East Harris Street, San Angelo, TX 76903-5976"
2310,St. Luke's Baptist Hospital,B,78229,29.512271,-98.574714,6733.1896438955,"7930 Floyd Curl Dr, San Antonio, TX 78229"
2311,St. Luke's Patients Medical Center,B,77505,29.64125,-95.161764,6527.9550403433,"4600 East Sam Houston Parkway South, Pasadena, TX 77505"
2312,Texas Health Harris Methodist Hospital Hurst-Euless-Bedford,B,76022,32.8348411,-97.1233363,6631.3092559507,"1600 Hospital Parkway, Bedford, TX 76022-6913"
2313,Texas Health Huguley Hospital,B,76028,32.5863479,-97.3174202,6643.7382311621,"11801 South Fwy, Burleson, TX 76028-7021"
2314,Texas Health Presbyterian Hospital Rockwall,B,75032,32.8857547,-96.4644297,6592.9221929248,"3150 Horizon Road, Rockwall, TX 75032"
2315,United Regional Health Care System,B,76301,33.9028141,-98.5016055,6705.0533621828,"1600 11th Street, Wichita Falls, TX 76301-4307"
2316,University Health System,B,78229,29.5066416,-98.5768514,6733.3466178695,"4502 Medical Dr, San Antonio, TX 78229-4493"
2317,UT Health Athens,B,75751,32.16988,-95.844688,6559.7453765451,"2000 S. Palestine Street, Athens, TX 75751-5610"
2318,UT Health Henderson,B,75652,32.1611314,-94.7955386,6498.4906429179,"300 Wilson Street, Henderson, TX 75652-5956"
2319,UT Health Tyler,B,75701,32.3387009,-95.2911397,6526.840083648,"1000 South Beckham Avenue, Tyler, TX 75701-1908"
2320,Val Verde Regional Medical Center,B,78840,29.3750182,-100.8926039,6872.9497553973,"801 N Bedell Avenue, Del Rio, TX 78840-4112"
2321,Valley Baptist Medical Center-Brownsville,B,78520,25.9183693,-97.5115403,6684.6160481554,"1040 West Jefferson Street, Brownsville, TX 78520-5829"
2322,William P. Clements Jr. University Hospital,B,75390,32.8193657,-96.8488409,6615.4787865129,"6201 Harry Hines Blvd, Dallas, TX 75390"
2323,Wise Health System - East Campus,B,76234,33.2199022,-97.5938317,6656.6276446521,"609 Medical Center Drive, Decatur, TX 76234"
2324,Baptist Hospital of Southeast Texas,C,77701,30.0707723,-94.1197861,6464.3726742051,"3080 College St, Beaumont, TX 77701-4689"
2325,Baylor Scott & White Medical Center - College Station,C,77845,30.5823146,-96.279247,6591.3924048059,"700 Scott & White Drive, College Station, TX 77845"
2326,Baylor Scott & White Medical Center - Grapevine,C,76051,32.932281,-97.094357,6629.1769179611,"1650 W. College Street, Grapevine, TX 76051"
2327,Baylor Scott & White Medical Center - Lakeway,C,78738,30.3329697,-97.9713834,6693.0556929108,"100 Medical Parkway, Lakeway, TX 78738-5621"
2328,Baylor Scott & White Medical Center - Plano,C,75093,33.0135829,-96.788231,6611.1008499967,"4700 Alliance Boulevard, Plano, TX 75093"
2329,Baylor Scott & White Medical Center - Round Rock,C,78665,30.5634437,-97.6846195,6674.9102052143,"300 University Boulevard, Round Rock, TX 78665-1032"
2330,Baylor Scott & White Medical Center - Sunnyvale,C,75182,32.7792307,-96.5688417,6599.4270255435,"231 S. Collins Road, Sunnyvale, TX 75182-4624"
2331,Baylor Scott & White Medical Center - Waxahachie,C,75165,32.427492,-96.8584775,6617.7890563337,"2400 North I-35 E, Waxahachie, TX 75165-2275"
2332,Baylor Scott and White Medical Center Frisco,C,75034,33.1052,-96.8375358,6613.5381294031,"5601 Warren Parkway, Frisco, TX 75034"
2333,Baylor University Medical Center - Dallas,C,75246,32.7899605,-96.7805925,6611.6550263705,"3500 Gaston Avenue, Dallas, TX 75246-2088"
2334,CHI St. Luke's Health Memorial,C,75904,31.3363231,-94.7421221,6497.854555183,"1201 West Frank Avenue, Lufkin, TX 75904-3357"
2335,CHRISTUS Santa Rosa Health Care - Medical Center,C,78229,29.512317,-98.589353,6734.0671643076,"2827 Babcock, San Antonio, TX 78229"
2336,CHRISTUS Santa Rosa Hospital - New Braunfels,C,78130,29.7154024,-98.1231743,6705.1238223052,"600 North Union Avenue, New Braunfels, TX 78130-4191"
2337,CHRISTUS Santa Rosa Hospital - Westover Hills,C,78251,29.4666491,-98.6961664,6740.7083462047,"11212 State Highway 151, San Antonio, TX 78251"
2338,CHRISTUS Southeast Texas St. Elizabeth,C,77702,30.086975,-94.1321453,6465.0706537434,"2830 Calder Street, Beaumont, TX 77702-1809"
2339,CHRISTUS Spohn Hospital Corpus Christi - Shoreline,C,78404,27.778251,-97.3948435,6669.8574905724,"600 Elizabeth St, Corpus Christi, TX 78404"
2340,CHRISTUS Spohn Hospital Kleberg,C,78363,27.4905769,-97.850903,6698.9499400745,"1311 General Cavazos Boulevard, Kingsville, TX 78363-1197"
2341,City Hospital at White Rock,C,75218,32.8346173,-96.7055005,6607.106329578,"9440 Poppy Drive, Dallas, TX 75218-3694"
2342,Covenant Hospital Plainview,C,79072,34.2066326,-101.7328106,6886.9982934114,"2601 Dimmitt Road, Plainview, TX 79072-1833"
2343,Dallas Medical Center,C,75234,32.9152667,-96.8693395,6616.2341933257,"7 Medical Parkway, Dallas, TX 75234"
2344,Doctors Hospital at Renaissance,C,78539,26.2526609,-98.2053376,6726.1893659428,"5501 S. MCcoll Rd, Edinburg, TX 78539-9152"
2345,Guadalupe Regional Medical Center,C,78155,29.5680547,-97.9465307,6695.2514063486,"1215 East Court Street, Seguin, TX 78155-5189"
2346,HCA Houston Healthcare Kingwood,C,77339,30.0512461,-95.2550828,6532.2577637789,"22999 US Hwy 59 North, Kingwood, TX 77339"
2347,HCA Houston Healthcare Mainland,C,77591,29.3954621,-94.9856691,6518.1201492003,"6801 EMMETT F. LOWRY EXPRESSWAY, Texas City, TX 77591"
2348,HCA Houston Healthcare North Cypress,C,77429,29.9259489,-95.631522,6555.1704165465,"21214 Northwest Freeway, Cypress, TX 77429-3373"
2349,HCA Houston Healthcare Pearland,C,77584,29.5772333,-95.390408,6541.8765205816,"11100 Shadow Creek Parkway, Pearland, TX 77584-7285"
2350,Hendrick Medical Center Brownwood,C,76801,31.671686,-98.9925657,6746.2645627971,"1501 Burnett Rd, Brownwood, TX 76801-5933"
2351,Hendrick Medical Center South,C,79606,32.3567632,-99.7424106,6785.900811695,"6250 US Highway 83, Abilene, TX 79606-5299"
2352,Hunt Regional Medical Center,C,75401,33.122106,-96.124325,6572.2723198312,"4215 Joe Ramsey Boulevard, Greenville, TX 75401-7899"
2353,Laredo Medical Center,C,78041,27.5325136,-99.4779827,6798.2023977937,"1700 East Saunders St., Laredo, TX 78041-5401"
